experiment_id,split_seed,train_seed,total_parameters,trainable_parameters,activated_parameters_per_query,approximate_adapter_flops_per_query,expert_bank_size,wall_seconds_train_and_load,gpu_hours_train_and_load,max_gpu_memory_bytes,device_name,checkpoint_count
M3_GATE1_CANONICAL_20260805T070831Z,0,0,11291200,114688,11192896,32768,7,27.264742773026228,0.007573540293508106,68690944,Quadro RTX 8000,7
M3_GATE1_CANONICAL_20260805T070831Z,0,1,11291200,114688,11192896,32768,7,22.08606556430459,0.00613501874005629,69894656,Quadro RTX 8000,7
M3_GATE1_CANONICAL_20260805T070831Z,1,0,11291200,114688,11192896,32768,7,29.594980474561453,0.008220828235563304,69894656,Quadro RTX 8000,7
M3_GATE1_CANONICAL_20260805T070831Z,1,1,11291200,114688,11192896,32768,7,31.309604667127132,0.008697112766611908,70611456,Quadro RTX 8000,7
