split_seed,train_seed,task,shots,support_resample,episode_hash,primary_oracle,top1_expert,top2_expert,top1_top2_accuracy_margin,exact_accuracy_tie,epsilon_accuracy,epsilon_optimal_size,epsilon_optimal_experts
36,2,bloodmnist,1,6,ecdd24a35d599c6e2b4bc939b70dc375b6adcaca375ea7073d68e629fab6bc96,shared,shared,source_organmnist,0.043749988079071045,False,0.01,1,shared
36,2,bloodmnist,1,7,f5105a61c1835a42613aa5d51df913279f220be8391a1539a7c29d2ad603e2dc,source_dermamnist,source_dermamnist,source_breastmnist,0.012500017881393433,False,0.01,1,source_dermamnist
36,2,bloodmnist,1,8,8b18fc6315a8a7bd2d773892d06911164978f39b3dfabc0daa0a2dfe9f63ad17,source_dermamnist,source_dermamnist,source_tissuemnist,0.00625002384185791,False,0.01,2,source_dermamnist|source_tissuemnist
36,2,bloodmnist,1,9,a99c731ac2a30b0e6236ff1d778f14f6ec9205db5ea0cfc5b4f8585ee2ddac6d,source_dermamnist,source_dermamnist,shared,0.043749988079071045,False,0.01,1,source_dermamnist
36,2,bloodmnist,5,0,4d803b762adbd371268a06f1253b217191bced21fcd322e73cd5ce8a041e66e1,source_organmnist,source_organmnist,source_octmnist,0.0,True,0.01,2,source_octmnist|source_organmnist
36,2,bloodmnist,5,1,2ecb7c9b60a0e308a64a18632e57a771034d15ab14172f6790dad043cadbc8d0,shared,shared,source_dermamnist,0.018750011920928955,False,0.01,1,shared
36,2,bloodmnist,5,2,fff74b9b84f77df55cbd1cac9211bd188bdd85a1746fe8969c46417b9e2630f6,source_dermamnist,source_dermamnist,source_octmnist,0.025000035762786865,False,0.01,1,source_dermamnist
36,2,bloodmnist,5,3,735016b6f943cc499e8b0ec7c641a4d320df993951de36718781386a04c9bcb0,source_breastmnist,source_breastmnist,source_organmnist,0.012499988079071045,False,0.01,1,source_breastmnist
36,2,bloodmnist,5,4,9fea3fa29504e45eadee922e29a03e905a63fa8983cd2bca7a8b30abc03217ae,source_organmnist,source_organmnist,source_dermamnist,0.00625002384185791,False,0.01,2,source_dermamnist|source_organmnist
36,2,bloodmnist,5,5,a539cdc50917d2d1262babdf9fc1ec134e6ea49efdb52cd33ab382becf68e58a,source_octmnist,source_octmnist,source_dermamnist,0.012499988079071045,False,0.01,1,source_octmnist
36,2,bloodmnist,5,6,52909ef4e20458c9bb44fff8d47ce765be12f2076b6aeea6dbee44b4bf9a0094,source_organmnist,source_organmnist,source_dermamnist,0.0,True,0.01,4,shared|source_dermamnist|source_octmnist|source_organmnist
36,2,bloodmnist,5,7,f0ddb54917e60f71cdbe0dce020467ea7c372a41ac29a12c2b95c081fc996691,source_organmnist,source_organmnist,source_dermamnist,0.05625000596046448,False,0.01,1,source_organmnist
36,2,bloodmnist,5,8,5bb1ebd924f8f82b5ebe46dca8959d17388f5cbad13516b4c0eba6d9eb6cf8d6,shared,shared,source_dermamnist,0.00625002384185791,False,0.01,2,shared|source_dermamnist
36,2,bloodmnist,5,9,dccdc9581acef72045a5aade0dad0c839117a77351c7697a9f41311c76158567,source_dermamnist,source_dermamnist,source_tissuemnist,0.0,True,0.01,2,source_dermamnist|source_tissuemnist
36,2,bloodmnist,16,0,4ab15500350bea98af5a0335b90014ddb76e70616ac0d42f55e61f8b4ec13951,source_organmnist,source_organmnist,source_octmnist,0.018750011920928955,False,0.01,1,source_organmnist
36,2,bloodmnist,16,1,7fdd5278c0f25fa7b74bcd58d47e977cc2243ff4bc670e218e11c2cfcc4a7ecd,source_organmnist,source_organmnist,shared,0.025000035762786865,False,0.01,1,source_organmnist
36,2,bloodmnist,16,2,c492c6f7c6b924d6fbc5b1cc451216098675a673d641640e38977c66e792af86,source_organmnist,source_organmnist,shared,0.01250004768371582,False,0.01,1,source_organmnist
36,2,bloodmnist,16,3,533cab04bbcfc3891fa92c84f227ef30040da679b1240ec746ff0cb502f58005,source_dermamnist,source_dermamnist,source_octmnist,0.018750011920928955,False,0.01,1,source_dermamnist
36,2,bloodmnist,16,4,16f41f0f2f322e45d0be599d275be9e3062c6a1457c8c215cb69f2b715b34895,source_tissuemnist,source_tissuemnist,shared,0.012499988079071045,False,0.01,1,source_tissuemnist
36,2,bloodmnist,16,5,b4dd5af91dec39c47f89be15f9d6516667606591e0580ca35cf5f70ea00604c9,source_tissuemnist,source_tissuemnist,source_organmnist,0.00625002384185791,False,0.01,2,source_organmnist|source_tissuemnist
36,2,bloodmnist,16,6,64e2df5831ab496f4a43209933667b09beeaf1ea837cd04767d298645fde6d1c,source_dermamnist,source_dermamnist,shared,0.00625002384185791,False,0.01,2,shared|source_dermamnist
36,2,bloodmnist,16,7,930494d27d859a3b25e7e8ca472baf131421af9a8268b92ed77c2b45a71a82ad,source_organmnist,source_organmnist,source_tissuemnist,0.018750011920928955,False,0.01,1,source_organmnist
36,2,bloodmnist,16,8,d863a1be647b848abf0e85014fb389856535990e7e1d924473caffeb5c0eebd6,source_dermamnist,source_dermamnist,source_organmnist,0.012499988079071045,False,0.01,1,source_dermamnist
36,2,bloodmnist,16,9,05ce33a8191018b0ad8e8a6690615e112e7bdcf1580ef306c239d8dc669fe3a9,source_organmnist,source_organmnist,source_dermamnist,0.0,True,0.01,5,shared|source_breastmnist|source_dermamnist|source_organmnist|source_tissuemnist
36,2,pathmnist,1,0,aaa7ddf0f93b099455d8c80874eb701f0e5ac66755771cdf49ca012033265262,source_octmnist,source_octmnist,source_organmnist,0.0,True,0.01,2,source_octmnist|source_organmnist
36,2,pathmnist,1,1,78ed84e6d5bf7ec58a20bf64d31d9ac72c39023d95fb28cd88eb972dfea557fd,source_tissuemnist,source_tissuemnist,shared,0.005555540323257446,False,0.01,2,shared|source_tissuemnist
36,2,pathmnist,1,2,e477f6911530ce115d11f4b8bf66543c91e6197311bb8d41dd764aa245f54b2f,source_organmnist,source_organmnist,source_octmnist,0.02222222089767456,False,0.01,1,source_organmnist
36,2,pathmnist,1,3,c82280979e30a7d2f6904435ab5c7b2737b0c8e3974e128bbedf118ca8e1c295,shared,shared,source_organmnist,0.011111140251159668,False,0.01,1,shared
36,2,pathmnist,1,4,16bbdf20de6814624d0ec0f6e49d356d585c0526c11269b42ea79c5ca6b37e36,source_tissuemnist,source_tissuemnist,source_octmnist,0.016666680574417114,False,0.01,1,source_tissuemnist
36,2,pathmnist,1,5,d4da8416ae23a2c1779a5e497791faf1d77068262af4ea766e3dfb7010d57e12,source_organmnist,source_organmnist,shared,0.005555570125579834,False,0.01,2,shared|source_organmnist
36,2,pathmnist,1,6,ff65e920dab7360a4bd7404bd0632fbaab57c885b91ab736ee63db7f55dfe8e3,shared,shared,source_octmnist,0.022222250699996948,False,0.01,1,shared
36,2,pathmnist,1,7,9b57e0c513ce551e6af304559251375cb77dea7f7fe93d72f3bc25b242867817,shared,shared,source_octmnist,0.02222222089767456,False,0.01,1,shared
36,2,pathmnist,1,8,9f24a360bd3270fca946172d1b3b94447e282ed575b0e6148e8631ed5de6144c,shared,shared,source_organmnist,0.016666650772094727,False,0.01,1,shared
36,2,pathmnist,1,9,85092252ec7f6c6b5e3d3f148ada0e72aae3018cd301b6b2cf3c7eb1a0db2a88,source_tissuemnist,source_tissuemnist,source_octmnist,0.011111080646514893,False,0.01,1,source_tissuemnist
36,2,pathmnist,5,0,fcad487c0df8de93d5e6da34f7e5fd8bf416992fe05e05a3bd7cd0633d0af8e0,shared,shared,source_octmnist,0.0,True,0.01,2,shared|source_octmnist
36,2,pathmnist,5,1,f6d8db5d7c22f4de787a316f3586d760cb8a7722882c8787b723ddae1d188840,source_organmnist,source_organmnist,shared,0.03333336114883423,False,0.01,1,source_organmnist
36,2,pathmnist,5,2,fba1baaf9ff413c37059eab651fcb73f6cd6eb605ebf674f8a4b0c005b246346,source_octmnist,source_octmnist,shared,0.02222222089767456,False,0.01,1,source_octmnist
36,2,pathmnist,5,3,ece1f506a15a86e0b3e09ec002fe8e4f1c246136147ec45b5a11cd9cb5f845e0,shared,shared,source_organmnist,0.005555570125579834,False,0.01,2,shared|source_organmnist
36,2,pathmnist,5,4,8211056370ca686349640cab7a90c46e5e60a8c870f7ef3d4bd701b4867d6e9e,shared,shared,source_octmnist,0.03888887166976929,False,0.01,1,shared
36,2,pathmnist,5,5,71d97262af03a8722eec8cff311d5d73c77ba7a8a83f93a5bd50db9a45ca10d1,source_organmnist,source_organmnist,source_octmnist,0.005555570125579834,False,0.01,2,source_octmnist|source_organmnist
36,2,pathmnist,5,6,2a3bf6b79c869c256b80b2b606c2b5bf9147172ad172c54044dbb87ddc697b83,shared,shared,source_organmnist,0.005555510520935059,False,0.01,3,shared|source_octmnist|source_organmnist
36,2,pathmnist,5,7,903646400e4a33429cee3baf9a8459dd4ffa5e6bab5badc5348b995e684be8be,source_octmnist,source_octmnist,shared,0.016666650772094727,False,0.01,1,source_octmnist
36,2,pathmnist,5,8,4a4be798f62096e09ef5484a8376248da58444bed3a82410c44771a71cdc0a50,source_organmnist,source_organmnist,source_octmnist,0.005555510520935059,False,0.01,3,source_dermamnist|source_octmnist|source_organmnist
36,2,pathmnist,5,9,9acead6c95101451d34b966f8ae85d9eb01ad00dccc0236258622d976f55d9a2,shared,shared,source_breastmnist,0.0,True,0.01,3,shared|source_breastmnist|source_octmnist
36,2,pathmnist,16,0,0e90c5f6364217a54f4b5849e7cd17076a50fb6d0810569439a73d67eeb81f3d,source_octmnist,source_octmnist,source_organmnist,0.04444444179534912,False,0.01,1,source_octmnist
36,2,pathmnist,16,1,73a9af29da57cbbad86084c6cc7a60c6bee73953cda2b439091fa75f59e85ce7,source_octmnist,source_octmnist,shared,0.016666650772094727,False,0.01,1,source_octmnist
36,2,pathmnist,16,2,d569af925b18185c665bdf82e6a29e9f5750105e3829eaf7b5602af00ec5f990,source_organmnist,source_organmnist,source_octmnist,0.005555570125579834,False,0.01,2,source_octmnist|source_organmnist
36,2,pathmnist,16,3,64f14e13455c34953832443a66586caf456a040037c4148396fe5f1054bd7483,shared,shared,source_octmnist,0.005555570125579834,False,0.01,2,shared|source_octmnist
36,2,pathmnist,16,4,728aa561e74e4e84d35ce848d902920b9ace39441e6e2f3963055f7025b59a60,shared,shared,source_octmnist,0.011111080646514893,False,0.01,1,shared
36,2,pathmnist,16,5,490135961a881bfc3eb6de1dd00c9c2a253037353fd18def0e31eaf9d7e04bd0,source_organmnist,source_organmnist,source_octmnist,0.011111080646514893,False,0.01,1,source_organmnist
36,2,pathmnist,16,6,b52181b90dbb2ebcaca4eedbd543ad61c5b51e6fd21c2af4dd3280b768bc9dc3,shared,shared,source_octmnist,0.0,True,0.01,3,shared|source_breastmnist|source_octmnist
36,2,pathmnist,16,7,d8de3692a465f371c57a313909448581b149faa2cd0d1ed647950dc48961501c,source_octmnist,source_octmnist,shared,0.02222222089767456,False,0.01,1,source_octmnist
36,2,pathmnist,16,8,43568b14d205d542a3b60773acb4d85052e13a62cf776e8201eebde19971ea43,source_tissuemnist,source_tissuemnist,shared,0.016666710376739502,False,0.01,1,source_tissuemnist
36,2,pathmnist,16,9,dfb78c31eeec80f3b60859b3c47bc48ca90a013ea258c8c29ee73a3b925c182c,source_octmnist,source_octmnist,source_organmnist,0.005555570125579834,False,0.01,2,source_octmnist|source_organmnist
36,3,bloodmnist,1,0,26abe1dc5ab27818fb99e238857b6475637ccfd69b9791b1a37bcd1e7f9fee62,source_tissuemnist,source_tissuemnist,source_breastmnist,0.0,True,0.01,3,shared|source_breastmnist|source_tissuemnist
36,3,bloodmnist,1,1,6a41d894ac41427f4843c4ddda452928e244d3775d0240f1ce012b2e44cf25d0,source_tissuemnist,source_tissuemnist,source_dermamnist,0.0,True,0.01,2,source_dermamnist|source_tissuemnist
36,3,bloodmnist,1,2,8ccd36e9f12020161afd3c2e74baf7fe93af40a0d2e68ad226df91c00e74547b,shared,shared,source_organmnist,0.0,True,0.01,4,shared|source_octmnist|source_organmnist|source_tissuemnist
36,3,bloodmnist,1,3,31e9de127869fae7964d68e1864ac3d87bc36a037c7a092f8e147afdd58ee287,source_organmnist,source_organmnist,source_tissuemnist,0.03125,False,0.01,1,source_organmnist
36,3,bloodmnist,1,4,11dd41a6f1d97d599f3395cd35c9ce009c97d4a15142838118d0a571f0b276e9,source_tissuemnist,source_tissuemnist,source_dermamnist,0.0062499940395355225,False,0.01,2,source_dermamnist|source_tissuemnist
36,3,bloodmnist,1,5,817fe103052d439fb2253a0e37c4eecbb5aa6337ad1add4fdd64cfc41974d16a,shared,shared,source_tissuemnist,0.0625,False,0.01,1,shared
36,3,bloodmnist,1,6,50ea2bcea263bcec4843b6c8735ff9622229a90dc3b77d9f28c8dfaca56ce87e,shared,shared,source_organmnist,0.025000005960464478,False,0.01,1,shared
36,3,bloodmnist,1,7,ed679ab66e1101b52b56aad50e994b309f47f8c6ba228f6dab3989ea0dea4ef8,source_dermamnist,source_dermamnist,shared,0.0062499940395355225,False,0.01,2,shared|source_dermamnist
36,3,bloodmnist,1,8,f5885e0de0ddea53992f1ed17b2423c5b0db8801fa25006c993abe44f4887e51,source_dermamnist,source_dermamnist,shared,0.012499988079071045,False,0.01,1,source_dermamnist
36,3,bloodmnist,1,9,649ad2db033881c55b63ae12acd6cc33d652509261ca363557d8d793257c54fc,shared,shared,source_tissuemnist,0.0,True,0.01,2,shared|source_tissuemnist
36,3,bloodmnist,5,0,6e180e355b8faa7f8205c71cef546494a1f2cbb061c01ea3ae26c0569de87c7f,source_dermamnist,source_dermamnist,shared,0.006249964237213135,False,0.01,3,shared|source_dermamnist|source_organmnist
36,3,bloodmnist,5,1,1c2bbf0a9b76a343441d81213e0521a579f321555d789c9984e8e4a927199517,source_breastmnist,source_breastmnist,source_organmnist,0.018750011920928955,False,0.01,1,source_breastmnist
36,3,bloodmnist,5,2,b9afbd3377412b36c6cca3b94da37b17899f395a04b76f00eef61d8d1df6c8ff,shared,shared,source_dermamnist,0.0,True,0.01,3,shared|source_dermamnist|source_organmnist
36,3,bloodmnist,5,3,0597b08c661a440b0d80c7ca85451972252e7d496e5e8edac40a68a020e4166a,source_dermamnist,source_dermamnist,source_breastmnist,0.018750011920928955,False,0.01,1,source_dermamnist
36,3,bloodmnist,5,4,ad45eeab78d654f091ab7be46dc56491691ea7c4f994ba1e6f44231924313997,shared,shared,source_dermamnist,0.0,True,0.01,4,shared|source_dermamnist|source_octmnist|source_organmnist
36,3,bloodmnist,5,5,90b0595c83c7b2fdf557260d8f145be9fd9031c89a3b25c582783d81f4b27fe5,shared,shared,source_organmnist,0.05625000596046448,False,0.01,1,shared
36,3,bloodmnist,5,6,729fe63039490d65a356ab7360d6bfeee312ab94c3493831f56ede261b094ba4,source_breastmnist,source_breastmnist,shared,0.0062499940395355225,False,0.01,3,shared|source_breastmnist|source_tissuemnist
36,3,bloodmnist,5,7,dbb0ef421aeb5858f36d12992e8db223a6f481081fea283b445c17ecbd36ddcb,source_tissuemnist,source_tissuemnist,shared,0.012499988079071045,False,0.01,1,source_tissuemnist
36,3,bloodmnist,5,8,17a4c340e2304e0e7bbb77bd3bfdfd99006eede4479626839ac1a1181528f6da,source_organmnist,source_organmnist,source_breastmnist,0.00625002384185791,False,0.01,2,source_breastmnist|source_organmnist
36,3,bloodmnist,5,9,690732458b59535902fe307db80980ae905cd8f20a3f0e86065f6123bff3d934,source_organmnist,source_organmnist,shared,0.012499988079071045,False,0.01,1,source_organmnist
36,3,bloodmnist,16,0,20227510b0ab07199e022e76c18cfd0d08ec0f369587849f87d02507ed623dff,source_breastmnist,source_breastmnist,source_octmnist,0.0,True,0.01,2,source_breastmnist|source_octmnist
36,3,bloodmnist,16,1,be8eba67d033b2bb88827d4802443e1049b4d925095dc5634a1c8eab1830a240,shared,shared,source_organmnist,0.006249964237213135,False,0.01,2,shared|source_organmnist
36,3,bloodmnist,16,2,e0be3a7a3796441aab5eb27209d709827efe17e618aafb618b5de766c9e8a4e2,source_tissuemnist,source_tissuemnist,source_octmnist,0.0,True,0.01,3,source_octmnist|source_organmnist|source_tissuemnist
36,3,bloodmnist,16,3,d6847876e3fa5836c3c2c3939343266a55af713dbffd441b373d36a7db7d4499,source_organmnist,source_organmnist,source_tissuemnist,0.03750002384185791,False,0.01,1,source_organmnist
36,3,bloodmnist,16,4,865c5e8ac369e9d63e594d5c43dc714c71432c9b395b62e305408bd15f797797,shared,shared,source_organmnist,0.012499988079071045,False,0.01,1,shared
36,3,bloodmnist,16,5,cd5609d6c8b087f3994e3b11bed83135db00fa6d49d73efd4f85195d26fc6999,source_organmnist,source_organmnist,source_breastmnist,0.012499988079071045,False,0.01,1,source_organmnist
36,3,bloodmnist,16,6,28518c7c2b039f63a044e354f9bfc01f6666592c541b00aec203f60b421abe47,source_tissuemnist,source_tissuemnist,source_dermamnist,0.00625002384185791,False,0.01,3,source_dermamnist|source_octmnist|source_tissuemnist
36,3,bloodmnist,16,7,1ff2b4eb138bb4e01c7502ac36901481069e04689e0d80690f1a6e20b5442ce2,source_tissuemnist,source_tissuemnist,source_octmnist,0.03125,False,0.01,1,source_tissuemnist
36,3,bloodmnist,16,8,22b030faf8368fca36440da1f9dc3a2f68a29b51fa74710178f65fdb9e66dfe5,source_breastmnist,source_breastmnist,source_octmnist,0.0,True,0.01,2,source_breastmnist|source_octmnist
36,3,bloodmnist,16,9,147d2f83f992772043839f4a20e5a8bcd3200a6a9c4896cca3fa0fa79c0994f8,shared,shared,source_organmnist,0.03125,False,0.01,1,shared
36,3,pathmnist,1,0,33fc73464a5f321c69730ca14b1392e0c1bfc01e26dfe4aa1a4ce42b97626962,source_organmnist,source_organmnist,source_octmnist,0.0,True,0.01,3,shared|source_octmnist|source_organmnist
36,3,pathmnist,1,1,61d4893b8fb7abac6aa789eb8d5fcfb9ded6192b3637bdaea9d3dc54e2889766,source_organmnist,source_organmnist,shared,0.005555570125579834,False,0.01,2,shared|source_organmnist
36,3,pathmnist,1,2,52304ddb5cbc014e9c637a2281398db2132da527aa3cea89b7d29ecb5682b8a7,source_dermamnist,source_dermamnist,source_organmnist,0.02777773141860962,False,0.01,1,source_dermamnist
36,3,pathmnist,1,3,020fb5b47ac39c8d0a798a42c9824108b25d7d3675c65a01fe036c28e3d7d7ab,source_organmnist,source_organmnist,source_breastmnist,0.005555570125579834,False,0.01,2,source_breastmnist|source_organmnist
36,3,pathmnist,1,4,9312622b58d0025eec32b918f6b1e9a6f51d5b64e93517c80a309516da53c6e8,source_octmnist,source_octmnist,source_organmnist,0.0,True,0.01,2,source_octmnist|source_organmnist
36,3,pathmnist,1,5,62feca8d5ddcd3a3180c705050d0064237b74c89c672648e42b318ff18b40327,source_octmnist,source_octmnist,shared,0.027777791023254395,False,0.01,1,source_octmnist
36,3,pathmnist,1,6,bebdcf8fd30af5d0e45e4fd170b3b9cfc0d1de0bcc6188b3365f192da0bc517f,source_dermamnist,source_dermamnist,source_octmnist,0.011111080646514893,False,0.01,1,source_dermamnist
36,3,pathmnist,1,7,c19f58fcbe391b4462b74bed7390d7756294e9df1a206e8f47fa66839ac4c5f6,source_organmnist,source_organmnist,source_dermamnist,0.038888901472091675,False,0.01,1,source_organmnist
36,3,pathmnist,1,8,c98a24fb311d09990e20448d5099ea75fcd9ee1c82bd584cd53bc7877ba0d8e1,source_dermamnist,source_dermamnist,source_octmnist,0.07777777314186096,False,0.01,1,source_dermamnist
36,3,pathmnist,1,9,29c68060f4b2f12356061027c256c5f33a5e480f8d186a85f090b6df5b7f7288,shared,shared,source_tissuemnist,0.0,True,0.01,2,shared|source_tissuemnist
36,3,pathmnist,5,0,707a6fb0d3335dd48c0e44c0737ac085dcac35ee2b5d861f2be5de2da91ad8b2,source_octmnist,source_octmnist,source_organmnist,0.011111140251159668,False,0.01,1,source_octmnist
36,3,pathmnist,5,1,ed805029f281901b9d484d38a5024c58e5871e3c7f490b81f3901c842390254f,source_organmnist,source_organmnist,source_octmnist,0.005555570125579834,False,0.01,2,source_octmnist|source_organmnist
36,3,pathmnist,5,2,d5375e230325d628a1430bd4dad34cb2e8fcee10207a45b086c146655047464e,source_organmnist,source_organmnist,source_octmnist,0.011111080646514893,False,0.01,1,source_organmnist
36,3,pathmnist,5,3,702874b055dceb947da68c03f2bc9ff9a9591e199b56e4f18ecf732885c84a0e,source_organmnist,source_organmnist,source_octmnist,0.005555570125579834,False,0.01,2,source_octmnist|source_organmnist
36,3,pathmnist,5,4,3d87b069d6bd3c220028cd4f0b07a23e4279e9f5532dfeae4dfe0ae3db70b80f,source_organmnist,source_organmnist,source_octmnist,0.02777773141860962,False,0.01,1,source_organmnist
36,3,pathmnist,5,5,eb12d8c3db77935c52e332ae13a7aff2e80ce9cdc2f09f68af5ed68540f65d0a,source_octmnist,source_octmnist,source_dermamnist,0.005555510520935059,False,0.01,2,source_dermamnist|source_octmnist
36,3,pathmnist,5,6,14f4dc710d002405a1dcc45c0dbe24c26da3d366f9dd242e01a27b0e977dbab4,source_octmnist,source_octmnist,source_organmnist,0.04444444179534912,False,0.01,1,source_octmnist
36,3,pathmnist,5,7,a616a5595837a531cef469d04937fa612f6eb9dd36334cf98d05666bc64c6e1d,source_organmnist,source_organmnist,source_octmnist,0.005555570125579834,False,0.01,2,source_octmnist|source_organmnist
36,3,pathmnist,5,8,a7c0aa2f6c9fbf3abe808e8a86d2204c92a96681af7e42980a6e01ab8eca65db,source_organmnist,source_organmnist,shared,0.0,True,0.01,2,shared|source_organmnist
36,3,pathmnist,5,9,614075762e77b8fa0181d7cca6de79fb4810afdfbe0f6968a185d1ccf89bf208,shared,shared,source_organmnist,0.005555510520935059,False,0.01,2,shared|source_organmnist
36,3,pathmnist,16,0,6400b84ac326c941ba095b848feebd6e66441b3103d7a43580c8cb13c43814c1,shared,shared,source_octmnist,0.011111140251159668,False,0.01,1,shared
36,3,pathmnist,16,1,b9c33981cca7d0c9a790ac39b64feae6b6e2eb2a555639fd865e9071d2936fb6,source_organmnist,source_organmnist,shared,0.005555510520935059,False,0.01,2,shared|source_organmnist
36,3,pathmnist,16,2,73341071c34b7270f7cb7ea907ba7778e047e20fe53e0f27201f4f9044ebf5a6,shared,shared,source_octmnist,0.0,True,0.01,2,shared|source_octmnist
36,3,pathmnist,16,3,8d26ee668e898d29e0da76771ad14aec106951a642aab32e8a9331e75be4af6c,shared,shared,source_organmnist,0.027777791023254395,False,0.01,1,shared
36,3,pathmnist,16,4,8c6fde61a3ecc7a71a216aa21401d5eba47bdf9a6c0a1951cb8eae070076afbe,source_octmnist,source_octmnist,shared,0.03333336114883423,False,0.01,1,source_octmnist
36,3,pathmnist,16,5,814d3ddab8299762134b58025c869d62889624a838046e12e9e2face79cf921c,source_octmnist,source_octmnist,source_breastmnist,0.03888893127441406,False,0.01,1,source_octmnist
36,3,pathmnist,16,6,4e884b55a817d27cb3b352e4283345124e97f0f815eadb2f309c835e93860d61,shared,shared,source_octmnist,0.016666650772094727,False,0.01,1,shared
36,3,pathmnist,16,7,ec41fc7be0b480092d36b5dfa1abff3871e5bfd2c370a2e636c3425be6a63ecc,source_organmnist,source_organmnist,source_octmnist,0.005555510520935059,False,0.01,2,source_octmnist|source_organmnist
36,3,pathmnist,16,8,b352c658140a2824deb4cc560a85da6f2756ba7ae09aaabd584d57f84dc0954d,source_organmnist,source_organmnist,source_octmnist,0.005555570125579834,False,0.01,2,source_octmnist|source_organmnist
36,3,pathmnist,16,9,76cf3778ccd12648e0d81af09414d2dd685e7d527265895695649a2bbeec6c2f,source_octmnist,source_octmnist,source_organmnist,0.011111080646514893,False,0.01,1,source_octmnist
36,4,bloodmnist,1,0,4610af09f562f140d87284058a352faf96b71e9f9d3f7232a22c79075f78752f,source_dermamnist,source_dermamnist,source_organmnist,0.03749999403953552,False,0.01,1,source_dermamnist
36,4,bloodmnist,1,1,62e30082e8f438c817037a251ffe26d24ab676186849b3dd7af8db4c4094f213,source_dermamnist,source_dermamnist,source_breastmnist,0.012499988079071045,False,0.01,1,source_dermamnist
36,4,bloodmnist,1,2,890253192eb923192917371fd24fa02298799af73c155b304148905c530b492c,source_organmnist,source_organmnist,source_dermamnist,0.012499988079071045,False,0.01,1,source_organmnist
36,4,bloodmnist,1,3,f27e1457f91f1f522090ceea2771e1029c5f4af0e39f95dc0c63e6b82c2edca9,source_tissuemnist,source_tissuemnist,source_breastmnist,0.018749982118606567,False,0.01,1,source_tissuemnist
36,4,bloodmnist,1,4,36b1734b0dd7a954f95a8485d84928c90a45214c192b0667e5731ea325252881,shared,shared,source_tissuemnist,0.00625002384185791,False,0.01,2,shared|source_tissuemnist
36,4,bloodmnist,1,5,becbd6de0e3d756406d0a94532ef2cf66bf7b68b7a974c75b8fa5a53fd04a492,source_dermamnist,source_dermamnist,shared,0.0062499940395355225,False,0.01,2,shared|source_dermamnist
36,4,bloodmnist,1,6,56314ffbd0d09b38fe30f34b9c35850edfdbcedc5f76f1db5be78e6180613b07,source_octmnist,source_octmnist,source_breastmnist,0.0,True,0.01,3,source_breastmnist|source_octmnist|source_tissuemnist
36,4,bloodmnist,1,7,a5a8be24cd0d7d386d044728846f77e5beb77e31a84cc33ff63546ff52d260c0,source_dermamnist,source_dermamnist,source_tissuemnist,0.0062499940395355225,False,0.01,2,source_dermamnist|source_tissuemnist
36,4,bloodmnist,1,8,13b2cbb42c92d410c8982103311bf76c4e4124268ae6723a9b91a49cc338d15d,source_octmnist,source_octmnist,shared,0.012499988079071045,False,0.01,1,source_octmnist
36,4,bloodmnist,1,9,f4d59d1466e6a446ae216591295901b212dadc79fa10c0fecc46c51cc346b196,source_dermamnist,source_dermamnist,shared,0.012499988079071045,False,0.01,1,source_dermamnist
36,4,bloodmnist,5,0,423658ba16418d7d4d526f12c95104f89a6481d11fccb255a19319033e6d67b1,source_tissuemnist,source_tissuemnist,source_dermamnist,0.00625002384185791,False,0.01,3,source_breastmnist|source_dermamnist|source_tissuemnist
36,4,bloodmnist,5,1,eb1b7419c17858489c08de948047e3942b6796ba0551204bd0a05a8b76372f37,shared,shared,source_dermamnist,0.012499988079071045,False,0.01,1,shared
36,4,bloodmnist,5,2,d5d96b97dc7d69bed9f98d5b3a32525a54a093d93022a7c07ded016bdb6d0789,source_dermamnist,source_dermamnist,source_organmnist,0.012499988079071045,False,0.01,1,source_dermamnist
36,4,bloodmnist,5,3,eb754b569b3944fb6e5368af87cc1594b56b2d875b6b435a35b3812332b8c109,source_organmnist,source_organmnist,source_tissuemnist,0.006249964237213135,False,0.01,3,source_octmnist|source_organmnist|source_tissuemnist
36,4,bloodmnist,5,4,f8386847ac89ef8070c5cd23fa8a4394db7bdb9873b01879747d3d812fe03e6a,source_octmnist,source_octmnist,source_dermamnist,0.018750011920928955,False,0.01,1,source_octmnist
36,4,bloodmnist,5,5,1e3781ecd2e62b9855f36b30ad270b7abe966dac1d7ce4f40870f00b33ec87ab,source_organmnist,source_organmnist,source_tissuemnist,0.0,True,0.01,3,source_dermamnist|source_organmnist|source_tissuemnist
36,4,bloodmnist,5,6,242506f29f13db8b77b3d0e4f6cd3667463b730a7f805d6179f7e38830a3908d,source_dermamnist,source_dermamnist,shared,0.012499988079071045,False,0.01,1,source_dermamnist
36,4,bloodmnist,5,7,61746ece9853035dd08c86db90975d37ad26ac4c4004b4b115f20050de9ab75b,source_breastmnist,source_breastmnist,source_organmnist,0.006249964237213135,False,0.01,2,source_breastmnist|source_organmnist
36,4,bloodmnist,5,8,9e1bc0ce65d0b72e2e8a30106c74dcd369975df0d0eed629f83af21538401aa5,source_octmnist,source_octmnist,source_dermamnist,0.00625002384185791,False,0.01,2,source_dermamnist|source_octmnist
36,4,bloodmnist,5,9,a0948b6a5bef7968ca036b8f9ae38e0356c23e99dbcdd353abbfc6e0c3820afa,source_octmnist,source_octmnist,source_organmnist,0.00625002384185791,False,0.01,2,source_octmnist|source_organmnist
