experiment_id,split_seed,train_seed,total_parameters,trainable_parameters,activated_parameters_per_query,approximate_adapter_flops_per_query,expert_bank_size,wall_seconds_train_and_load,gpu_hours_train_and_load,max_gpu_memory_bytes,device_name,checkpoint_count
GATE1R_CONFIRMATORY_20260805T104912Z_a17e972,6,2,11291200,114688,11192896,32768,7,29.20153023675084,0.008111536176875234,258538496,Quadro RTX 8000,7
GATE1R_CONFIRMATORY_20260805T104912Z_a17e972,6,3,11291200,114688,11192896,32768,7,43.66974939033389,0.012130485941759413,258538496,Quadro RTX 8000,7
GATE1R_CONFIRMATORY_20260805T104912Z_a17e972,6,4,11291200,114688,11192896,32768,7,34.11115715280175,0.00947532143133382,258538496,Quadro RTX 8000,7
GATE1R_CONFIRMATORY_20260805T104912Z_a17e972,36,2,11291200,114688,11192896,32768,7,31.27110892534256,0.008686419145928489,326564864,Quadro RTX 8000,7
GATE1R_CONFIRMATORY_20260805T104912Z_a17e972,36,3,11291200,114688,11192896,32768,7,31.143477231264114,0.008650965897573365,326564864,Quadro RTX 8000,7
GATE1R_CONFIRMATORY_20260805T104912Z_a17e972,36,4,11291200,114688,11192896,32768,7,30.50813229009509,0.00847448119169308,326564864,Quadro RTX 8000,7
